Dirtseller Mountain	ridge	Cherokee	Alabama	34.3064	-84.4394	1293
Dirty Devil River	stream	Garfield	Utah	37.875	-109.6167	
Disappointment Valley	valley	San Miguel	Colorado	38.0122	-107.1636	
Disappointment, Cape	cape	Pacific	Washington	46.29	-123.9408	
Disautel	ppl	Okanogan	Washington	48.3606	-118.7639	2520
Dishman	ppl	Spokane	Washington	47.6569	-116.7178	1990
Dishna River	stream	Yukon-Koyukuk	Alaska	63.6033	-156.7167	
Dismal River	stream	Blaine	Nebraska	41.825	-99.925	
Dismal Swamp	swamp	Concordia	Louisiana	31.2222	-90.2858	40
Disney	ppl	Mayes	Oklahoma	36.4811	-94.9853	800
Disputanta	ppl	Prince George	Virginia	37.1242	-76.7739	117
Disston	ppl	Lane	Oregon	43.6983	-121.2311	1114
District Heights	ppl	Prince Georges	Maryland	38.8575	-75.1103	260
Dittlinger	ppl	Comal	Texas	29.6808	-97.8211	693
Divernon	ppl	Sangamon	Illinois	39.5656	-88.3428	617
Diversion, Lake	reservoir	Archer	Texas	33.8192	-97.0633	1053
Divide	ppl	Teller	Colorado	38.9419	-104.8433	9165
Divide	ppl	Silver Bow	Montana	45.7511	-111.2536	5395
Divide County	civil	Divide	North Dakota	48.8333	-102.5167	
Dividing Ridge	ridge	Blount	Alabama	34.2678	-85.6069	1180
Dix	ppl	Jefferson	Illinois	38.4417	-87.0625	560
Dix	ppl	Kimball	Nebraska	41.2353	-102.5142	4554
Dix Mountain	summit	Essex	New York	44.0822	-72.2133	4857
Dix River	stream	Garrard	Kentucky	37.8147	-83.2836	
Dixboro	ppl	Washtenaw	Michigan	42.3122	-82.3439	819
Dixfield	ppl	Oxford	Maine	44.5339	-69.5436	417
Dixie	ppl	Woodruff	Arkansas	35.0767	-90.6369	186
Dixie	ppl	Walla Walla	Washington	46.1403	-117.8458	1547
Dixie	ppl	Escambia	Alabama	31.1439	-85.28	275
Dixie	ppl	Idaho	Idaho	45.5517	-114.5383	5600
Dixie	ppl	Elmore	Idaho	43.3172	-114.5539	4750
Dixie County	civil	Dixie	Florida	29.60	-82.8333	
Dixie Inn	ppl	Webster	Louisiana	32.595	-92.6617	31
Dixie National Forest	forest	Garfield	Utah	37.75	-111.75	
Dixie Union	ppl	Ware	Georgia	31.3392	-81.5367	158
Dixie Valley	basin	Churchill	Nevada	39.8822	-116.1111	
Dixmont	ppl	Penobscot	Maine	44.6803	-68.8367	543
Dixmoor	ppl	Cook	Illinois	41.6317	-86.3392	600
Dixon	ppl	Solano	California	38.4458	-120.1789	63
Dixon	ppl	Onslow	North Carolina	34.5858	-76.5197	63
Dixon	ppl	Carbon	Wyoming	41.0333	-106.465	6359
Dixon	ppl	Scott	Iowa	41.7428	-89.2178	676
Dixon	ppl	Pulaski	Missouri	37.9917	-91.9064	1167
Dixon	ppl	Sanders	Montana	47.3167	-113.6869	2524
Dixon	ppl	Dixon	Nebraska	42.4161	-95.0031	1500
Dixon	ppl	Rio Arriba	New Mexico	36.1967	-104.1133	6020
Dixon (county seat)	ppl	Webster	Kentucky	37.5178	-86.3097	538
Dixon (county seat)	ppl	Lee	Illinois	41.8389	-88.5206	659
Dixon County	civil	Dixon	Nebraska	42.5167	-95.1833	
Dixon Mound	summit	Labette	Kansas	37.2261	-94.5819	940
Dixons Mills	ppl	Marengo	Alabama	32.0581	-86.2125	189
Dixonville	ppl	Escambia	Alabama	31.0003	-86.9639	285
Dixville Peak	summit	Coos	New Hampshire	44.8364	-70.6819	3482
Dizney	ppl	Harlan	Kentucky	36.8528	-82.8833	1640
Dobbin	ppl	Montgomery	Texas	30.3653	-94.2242	358
Dobbins	ppl	Yuba	California	39.3717	-120.795	720
Dobbs Ferry	ppl	Westchester	New York	41.0144	-72.1269	210
Dobson (county seat)	ppl	Surry	North Carolina	36.3956	-79.2772	1259
Dockton	ppl	King	Washington	47.3719	-121.5419	10
Doctors Inlet	ppl	Clay	Florida	30.10	-80.2236	10
Doctortown	ppl	Wayne	Georgia	31.6533	-80.1706	74
Doddridge	ppl	Miller	Arkansas	33.0917	-92.0919	222
Doddridge County	civil	Doddridge	West Virginia	39.2667	-79.30	
Doddsville	ppl	Sunflower	Mississippi	33.6575	-89.4753	128
Dodge	ppl	Dodge	Nebraska	41.7211	-95.1175	1395
Dodge	ppl	Dunn	North Dakota	47.3017	-101.795	1988
Dodge	ppl	Walker	Texas	30.7453	-94.6022	402
Dodge	ppl	Trempealeau	Wisconsin	44.1322	-90.4481	673
Dodge Center	ppl	Dodge	Minnesota	44.0281	-91.1456	1293
Dodge City (county seat)	ppl	Ford	Kansas	37.7528	-99.9833	2550
Dodge County	civil	Dodge	Georgia	32.1833	-82.8333	
Dodge County	civil	Dodge	Minnesota	44.0333	-91.1333	
Dodge County	civil	Dodge	Nebraska	41.5667	-95.3667	
Dodge County	civil	Dodge	Wisconsin	43.4167	-87.30	
Dodgeville (county seat)	ppl	Iowa	Wisconsin	42.9603	-89.87	1222
Dodson	ppl	Winn	Louisiana	32.0803	-91.3397	232
Dodson	ppl	Phillips	Montana	48.3956	-107.7564	2285
Dodsonville	ppl	Highland	Ohio	39.2022	-82.1853	1006
Doe Run	ppl	Saint Francois	Missouri	37.7433	-89.5033	940
Doering	ppl	Lincoln	Wisconsin	45.2353	-88.5419	1465
Doerun	ppl	Colquitt	Georgia	31.3194	-82.0828	399
Dog Island	island	Franklin	Florida	29.8056	-83.4056	
Dog River	stream	Washington	Vermont	44.2564	-71.3986	
Dog Salmon River	stream	Lake and Peninsula	Alaska	57.495	-156.50	
Dogskin Mountain	summit	Washoe	Nevada	39.9167	-118.1947	7464
Doland	ppl	Spink	South Dakota	44.895	-97.8983	1358
Doles	ppl	Worth	Georgia	31.6992	-82.1147	276
Dolgeville	ppl	Herkimer	New York	43.1008	-73.2267	802
Dolgoi Island	island	Aleutians East	Alaska	55.1167	-160.2667	
Dollar	ppl	Linn	Oregon	44.2911	-121.3689	884
Dollar Bay	ppl	Houghton	Michigan	47.1169	-87.505	631
Dolliver	ppl	Emmet	Iowa	43.4644	-93.375	1275
Dolly Varden Mountains	range	Elko	Nevada	40.3167	-113.4583	
Dolomite	ppl	Jefferson	Alabama	33.4628	-85.0386	539
Dolores	ppl	Montezuma	Colorado	37.4739	-107.4961	6936
Dolores County	civil	Dolores	Colorado	37.7667	-107.4833	
Dolores River	stream	Grand	Utah	38.82	-108.7233	
Dolton	ppl	Cook	Illinois	41.6389	-86.3928	602
Dome	ppl	Yuma	Arizona	32.7553	-113.6386	191
Dome Rock Mountains	range	La Paz	Arizona	33.6908	-113.6636	
Domestic	ppl	Wells	Indiana	40.6117	-84.9114	853
Domingo	ppl	Sandoval	New Mexico	35.51	-105.68	5272
Domingo Ruiz	ppl	Arecibo	Puerto Rico	18.4433	-65.3167	39
Dominguez	ppl	Los Angeles	California	33.8347	-117.7822	55
Dominion	ppl	Queen Annes	Maryland	38.9469	-75.7186	10
Don Pedro Reservoir	reservoir	Tuolumne	California	37.7011	-119.5811	800
Dona	ppl	Dona Ana	New Mexico	32.215	-106.72	4236
Dona Ana	ppl	Dona Ana	New Mexico	32.3867	-105.1833	3908
Dona Ana County	civil	Dona Ana	New Mexico	32.3167	-105.15	
Donahue	ppl	Scott	Iowa	41.6947	-89.3247	700
Donald	ppl	Yakima	Washington	46.4767	-119.6044	865
Donalds	ppl	Abbeville	South Carolina	34.3769	-81.6525	762
Donaldson	ppl	Hot Spring	Arkansas	34.2367	-91.0767	228
Donaldson	ppl	Kittson	Minnesota	48.5722	-95.1039	827
Donaldsonville (parish seat)	ppl	Ascension	Louisiana	30.1008	-89.0072	29
Donalsonville (county seat)	ppl	Seminole	Georgia	31.0403	-83.1208	139
Donelson	ppl	Davidson	Tennessee	36.1625	-85.33	555
Donie	ppl	Freestone	Texas	31.4769	-95.7778	596
Doniphan	ppl	Doniphan	Kansas	39.6417	-94.9194	850
Doniphan	ppl	Hall	Nebraska	40.7719	-97.6308	1940
Doniphan (county seat)	ppl	Ripley	Missouri	36.6208	-89.1767	345
Doniphan County	civil	Doniphan	Kansas	39.80	-94.8833	
Donkey Creek	stream	Crook	Wyoming	44.2864	-103.0267	
Donkey Hills	range	Custer	Idaho	44.2239	-112.4931	
Donley County	civil	Donley	Texas	34.9667	-99.1833	
Donnan	ppl	Fayette	Iowa	42.8961	-90.1222	1151
Donnelly	ppl	Valley	Idaho	44.7317	-115.92	486
Donnelly	ppl	Southeast Fairbanks	Alaska	63.675	-144.1183	
Donnelly	ppl	Stevens	Minnesota	45.6906	-95.9878	1133
Donner	ppl	Terrebonne	Louisiana	29.6956	-89.0558	5
Donner Pass	gap	Nevada	California	39.3192	-119.6725	7088
Donnybrook	ppl	Ward	North Dakota	48.51	-100.1133	1760
Donora	ppl	Washington	Pennsylvania	40.1733	-78.1422	940
Donovan	ppl	Johnson	Georgia	32.7711	-81.2869	365
Donovan	ppl	Iroquois	Illinois	40.8833	-86.3839	673
Donovans Corner	ppl	Fairfax	Virginia	38.7667	-76.6858	390
Doole	ppl	McCulloch	Texas	31.3956	-98.4014	1502
Dooly County	civil	Dooly	Georgia	32.15	-82.2167	
Doon	ppl	Lyon	Iowa	43.2794	-95.7675	1300
Door County	civil	Door	Wisconsin	44.9167	-86.70	
Door Peninsula	cape	Door	Wisconsin	44.9167	-86.6333	
Dora	ppl	Walker	Alabama	33.7286	-86.9097	387
Dora	ppl	Coos	Oregon	43.1561	-122.045	415
Dora	ppl	Ozark	Missouri	36.7769	-91.7828	960
Dorado	ppl	Dorado	Puerto Rico	18.4617	-65.7367	13
Dorado Municipio	civil	Dorado	Puerto Rico	18.4417	-65.7167	
Doran	ppl	Otter Tail	Minnesota	46.1842	-95.5178	973
Doraville	ppl	De Kalb	Georgia	33.8981	-83.7167	1069
Dorcas	ppl	Grant	West Virginia	38.9367	-78.8967	1066
Dorcheat, Bayou	stream	Webster	Louisiana	32.5083	-92.65	
Dorchester	ppl	Allamakee	Iowa	43.4697	-90.4892	795
Dorchester	ppl	Saline	Nebraska	40.6472	-96.8869	1486
Dorchester	ppl	Dorchester	South Carolina	33.1397	-79.6056	106
Dorchester	ppl	Clark	Wisconsin	45.0031	-89.6644	1420
Dorchester County	civil	Dorchester	Maryland	38.4667	-76.00	
Dorchester County	civil	Dorchester	South Carolina	33.10	-79.6167	
Dore	ppl	McKenzie	North Dakota	47.9367	-103.9667	1898
Dorena	ppl	Lane	Oregon	43.72	-121.1392	911
Dorena Lake	reservoir	Lane	Oregon	43.7869	-121.0467	835
Doris	ppl	Kittitas	Washington	46.8678	-119.9914	1081
Dormont	ppl	Allegheny	Pennsylvania	40.3958	-79.9667	1200
Dornsife	ppl	Northumberland	Pennsylvania	40.7456	-75.2106	499
Dorothy	ppl	Red Lake	Minnesota	47.9278	-95.5536	987
Dorothy	ppl	Atlantic	New Jersey	39.4006	-73.1758	72
Dorrance	ppl	Russell	Kansas	38.8467	-97.4108	1730
Dorris	ppl	Siskiyou	California	41.9675	-120.0831	4240
Dorset	ppl	Ashtabula	Ohio	41.6803	-79.3325	988
Dorset	ppl	Bennington	Vermont	43.2547	-72.9008	962
Dorset Mountain	summit	Bennington	Vermont	43.3092	-72.9714	3760
Dorsey	ppl	Madison	Illinois	38.9736	-89.9986	592
Dorseyville	ppl	Allegheny	Pennsylvania	40.5769	-78.1111	1035
Dorton	ppl	Pike	Kentucky	37.2767	-81.4208	1011
Dos Bocas, Lago	reservoir	Arecibo	Puerto Rico	18.3375	-65.3322	
Dos Cabezas	ppl	Cochise	Arizona	32.1753	-108.3872	5071
Dos Cabezas Mountains	ridge	Cochise	Arizona	32.2083	-108.4247	
Dos Palos	ppl	Merced	California	36.9861	-119.3744	116
Dos Rios	ppl	Mendocino	California	39.7169	-122.6478	926
Dossville	ppl	Leake	Mississippi	32.9306	-88.4503	
Dot Lake	lake	Southeast Fairbanks	Alaska	63.6633	-143.9333	
Dothan (county seat)	ppl	Houston	Alabama	31.2231	-84.6094	326
Doty	ppl	Lewis	Washington	46.6347	-122.7236	655
Doty Mountain	summit	Carbon	Wyoming	41.4506	-106.3558	7768
Dotyville	ppl	Fond du Lac	Wisconsin	43.7522	-87.7392	1056
Double Bayou	ppl	Chambers	Texas	29.6925	-93.3711	8
Double Glacier	glacier	Kenai Peninsula	Alaska	60.4667	-145.55	
Double Head Mountain	summit	Modoc	California	41.7628	-120.8342	5582
Double Mountain Fork Brazos River	stream	Stonewall	Texas	33.2686	-99.9906	
Double Oak Mountain	ridge	Shelby	Alabama	33.4239	-85.3925	1460
Double Springs (county seat)	ppl	Winston	Alabama	34.1464	-86.5978	827
Doubletop Mountain	summit	Ulster	New York	42.0275	-73.4714	3840
Doucette	ppl	Tyler	Texas	30.8181	-93.5714	320
Douds	ppl	Van Buren	Iowa	40.8394	-91.9136	610
Dougherty	ppl	Cerro Gordo	Iowa	42.9222	-92.9581	1100
Dougherty	ppl	Murray	Oklahoma	34.3994	-96.9447	773
Dougherty	ppl	Floyd	Texas	33.9417	-100.9139	3081
Dougherty County	civil	Dougherty	Georgia	31.5333	-83.80	
Douglas	ppl	Otoe	Nebraska	40.5956	-95.6128	1266
Douglas	ppl	Douglas	Washington	47.6214	-119.9964	2419
Douglas	ppl	Juneau	Alaska	58.2783	-133.6067	35
Douglas	ppl	Cochise	Arizona	31.3444	-108.4553	4004
Douglas	ppl	Olmsted	Minnesota	44.1081	-91.4264	1032
Douglas	ppl	Ward	North Dakota	47.8567	-100.495	2055
Douglas	ppl	Garfield	Oklahoma	36.2606	-96.3311	1129
Douglas (county seat)	ppl	Coffee	Georgia	31.5086	-81.15	259
Douglas (county seat)	ppl	Converse	Wyoming	42.7597	-104.6183	4842
Douglas City	ppl	Trinity	California	40.6522	-121.0564	1651
Douglas County	civil	Douglas	Colorado	39.3333	-103.05	
Douglas County	civil	Douglas	Georgia	33.70	-83.25	
Douglas County	civil	Douglas	Illinois	39.7667	-87.7833	
Douglas County	civil	Douglas	Kansas	38.8667	-94.7667	
Douglas County	civil	Douglas	Minnesota	45.9333	-94.55	
Douglas County	civil	Douglas	Missouri	36.95	-91.5167	
Douglas County	civil	Douglas	Nebraska	41.30	-95.8333	
Douglas County	civil	Douglas	Nevada	38.9167	-118.4167	
Douglas County	civil	Douglas	Oregon	43.2667	-122.90	
Douglas County	civil	Douglas	South Dakota	43.3833	-97.6667	
Douglas County	civil	Douglas	Washington	47.7167	-118.2667	
Douglas County	civil	Douglas	Wisconsin	46.4333	-90.10	
Douglas Lake	reservoir	Sevier	Tennessee	35.9611	-82.4611	1000
Douglas Mountain	summit	Moffat	Colorado	40.6331	-107.1411	8648
Douglas, Cape	cape	Dillingham	Alaska	58.85	-152.75	
Douglas, Cape	cape	Nome	Alaska	65.00	-165.30	
Douglas, Mount	summit	Kenai Peninsula	Alaska	58.86	-152.4667	7000
Douglass	ppl	Butler	Kansas	37.5194	-96.9875	1196
Douglass	ppl	Nacogdoches	Texas	31.6678	-93.1194	350
Douglassville	ppl	Cass	Texas	33.1919	-93.6467	392
Douglasville (county seat)	ppl	Douglas	Georgia	33.7514	-83.2522	1209
Douro	ppl	Ector	Texas	31.7617	-101.4747	3080
Dousman	ppl	Waukesha	Wisconsin	43.0142	-87.5275	865
Dove Creek (county seat)	ppl	Dolores	Colorado	37.7661	-107.0947	6840
Dover	ppl	Pope	Arkansas	35.4014	-92.8858	453
Dover	ppl	Hillsborough	Florida	27.9939	-81.7803	102
Dover	ppl	Screven	Georgia	32.5769	-80.2847	102
Dover	ppl	Shawnee	Kansas	38.9647	-94.0628	1025
Dover	ppl	Norfolk	Massachusetts	42.2458	-70.7167	150
Dover	ppl	Bonner	Idaho	48.2517	-115.39	2079
Dover (county seat)	ppl	Kent	Delaware	39.1581	-74.4753	36
Dover (county seat)	ppl	Stewart	Tennessee	36.4878	-86.1617	400
Dover (county seat)	ppl	Strafford	New Hampshire	53.1978	-69.1258	
Dover-Foxcroft (county seat)	ppl	Piscataquis	Maine	45.1833	-68.7725	371
Downie Draw	valley	Terrell	Texas	30.1633	-101.9375	
Downieville (county seat)	ppl	Sierra	California	39.5594	-119.1742	2899
Doylestown (county seat)	ppl	Bucks	Pennsylvania	40.31	-74.8697	340
Dragon Swamp	swamp	Middlesex	Virginia	37.5675	-75.4247	
Dragoon Mountains	range	Cochise	Arizona	31.9394	-108.0186	
Drakes Bay	bay	Marin	California	38.0119	-121.0819	
Dresden (county seat)	ppl	Weakley	Tennessee	36.2914	-87.2919	425
Drew County	civil	Drew	Arkansas	33.60	-90.2833	
Drew Point	cape	North Slope	Alaska	70.875	-152.0667	
Drewryville	ppl	Southampton	Virginia	36.7156	-76.6933	107
Drews Reservoir	reservoir	Lake	Oregon	42.1225	-119.3822	4915
Drexel	ppl	Pasco	Florida	28.2417	-81.54	75
Drexel	ppl	Cass	Missouri	38.4794	-93.3917	992
Drexel	ppl	Burke	North Carolina	35.7578	-80.3956	1193
Drexel Hill	ppl	Delaware	Pennsylvania	39.9469	-74.7075	230
Drift River	stream	Kenai Peninsula	Alaska	60.5833	-151.8833	
Drifton	ppl	Jefferson	Florida	30.4953	-82.1206	120
Driftwood	ppl	Alfalfa	Oklahoma	36.8792	-97.6408	1190
Driftwood	ppl	Cameron	Pennsylvania	41.3397	-77.8656	812
Driftwood Creek	stream	Red Willow	Nebraska	40.1833	-99.3458	
Driggs	ppl	Logan	Arkansas	35.2364	-92.2278	488
Driggs (county seat)	ppl	Teton	Idaho	43.7233	-110.8894	6116
Driggs River	stream	Schoolcraft	Michigan	46.1928	-84.0122	
Drip Rock	ppl	Jackson	Kentucky	37.575	-82.0264	1395
Dripping Spring Mountains	range	Pinal	Arizona	33.0831	-109.1875	
Dripping Springs	ppl	Hays	Texas	30.19	-97.9136	1156
Driscoll	ppl	Burleigh	North Dakota	46.8417	-99.8567	1867
Driscoll	ppl	Nueces	Texas	27.6742	-96.2517	165
Driskill Mountain	summit	Bienville	Louisiana	32.4244	-91.1028	535
Druce Lake	lake	Lake	Illinois	42.3681	-87.9953	
Druid Hills	ppl	De Kalb	Georgia	33.78	-83.6617	900
Drum, Mount	summit	Valdez-Cordova	Alaska	62.1328	-143.3622	12010
Drummond	ppl	Fremont	Idaho	43.9986	-110.6556	5607
Drummond	ppl	Granite	Montana	46.6675	-112.8536	3948
Drummond	ppl	Garfield	Oklahoma	36.3003	-97.9644	1241
Drummond	ppl	Bayfield	Wisconsin	46.3369	-90.7422	1302
Drummond Island	island	Chippewa	Michigan	46.00	-82.3333	
Drummond, Lake	lake	Chesapeake	Virginia	36.6031	-75.5314	17
Drumright	ppl	Creek	Oklahoma	35.9883	-95.3992	854
Dry Bay	bay	Skagway-Yakutat-Angoon	Alaska	57.6375	-132.3292	
Dry Cimarron River	stream	Cimarron	Oklahoma	36.9067	-101.0139	
Dry Creek	stream	Walla Walla	Washington	46.0514	-117.4078	
Dry Creek	stream	Fairbanks North Star	Alaska	64.5167	-146.4167	
Dry Creek	ppl	Beauregard	Louisiana	30.6689	-92.9547	105
Dry Creek Basin	basin	San Miguel	Colorado	38.0575	-107.3994	
Dry Falls Dam	dam	Grant	Washington	47.62	-118.6936	
Dry Fork	ppl	Pittsylvania	Virginia	36.7544	-78.60	631
Dry Fork Ridge	ridge	Sheridan	Wyoming	44.8675	-106.4925	8548
Dry Lake	ppl	Clark	Nevada	36.4567	-113.1578	2092
Dry Lake	lake	Ramsey	North Dakota	48.2653	-97.0231	1442
Dry Lake Valley	basin	Lincoln	Nevada	37.5889	-113.1281	
Dry Prong	ppl	Grant	Louisiana	31.5811	-91.4672	196
Dry Ridge	ppl	Grant	Kentucky	38.6819	-83.41	954
Dry Ridge	ridge	Bear Lake	Idaho	42.5289	-110.7211	
Dry Run	ppl	Franklin	Pennsylvania	40.1675	-76.2458	879
Dry Tortugas	island	Monroe	Florida	24.6647	-81.1444	
Dryden	ppl	Tompkins	New York	42.4908	-75.7025	1101
Dryden	ppl	Terrell	Texas	30.0444	-101.8858	2107
Dryden	ppl	Lee	Virginia	36.7775	-81.0583	1440
Drynob	ppl	Laclede	Missouri	37.6417	-91.5497	950
Du Bay, Lake	reservoir	Portage	Wisconsin	44.665	-88.3492	1115
Du Bois	ppl	Pawnee	Nebraska	40.0347	-95.9519	1069
Duarte	ppl	Los Angeles	California	34.1394	-116.0236	510
Dubach	ppl	Lincoln	Louisiana	32.6989	-91.3433	142
Dubbs	ppl	Tunica	Mississippi	34.5683	-89.6264	190
Dublin	ppl	Alameda	California	37.7022	-120.0653	367
Dublin	ppl	Graves	Kentucky	36.7253	-87.1978	500
Dublin	ppl	Harford	Maryland	39.6508	-75.7331	455
Dublin	ppl	Coahoma	Mississippi	34.0722	-89.5094	158
Dublin	ppl	Bladen	North Carolina	34.6567	-77.2733	123
Dublin	ppl	Erath	Texas	32.085	-97.6583	1450
Dublin	ppl	Pulaski	Virginia	37.1056	-79.3144	2100
Dublin (county seat)	ppl	Laurens	Georgia	32.5403	-81.0961	228
DuBois	ppl	Clearfield	Pennsylvania	41.1192	-77.2397	1399
Dubois	ppl	Washington	Illinois	38.2233	-88.785	
Dubois	ppl	Dubois	Indiana	38.4453	-85.1956	500
Dubois	ppl	Fremont	Wyoming	43.5336	-108.3703	6940
Dubois (county seat)	ppl	Clark	Idaho	44.1764	-111.77	5145
Dubois County	civil	Dubois	Indiana	38.3464	-85.1103	
Dubois, Mount	summit	Mono	California	37.7836	-117.6586	13559
Dubuque (county seat)	ppl	Dubuque	Iowa	42.5006	-89.3356	850
Dubuque County	civil	Dubuque	Iowa	42.4833	-89.1333	
Dubuque Hills	range	Dubuque	Iowa	42.4167	-89.3667	
Duchesne (county seat)	ppl	Duchesne	Utah	40.1633	-109.5978	5514
Duchesne County	civil	Duchesne	Utah	40.30	-111.9556	
Duchesne River	stream	Uintah	Utah	40.0861	-108.3167	
Duck Creek	stream	White Pine	Nevada	40.0878	-113.2817	
Duck Creek	stream	Kent	Delaware	39.2442	-74.5739	
Duck Creek	stream	Washington	Ohio	39.405	-80.5728	
Duck Creek	stream	Kent	Texas	33.2406	-99.3086	
Duck Lake	lake	Glacier	Montana	48.8714	-112.6686	5021
Duck River	stream	Humphreys	Tennessee	35.9419	-86.0661	
Duck Valley Indian Reservation	reserve	Owyhee	Idaho	42.00	-115.8167	
Duckwater Indian Reservation	reserve	Nye	Nevada	38.9397	-114.2878	
Duffer Peak	summit	Humboldt	Nevada	41.6619	-117.2708	9397
Dugdemona River	stream	Winn	Louisiana	31.7969	-91.6369	
Dugdown Mountain	ridge	Polk	Georgia	33.9008	-84.73	1168
Dugway Range	range	Tooele	Utah	39.9444	-112.8825	
Duke Island	island	Prince of Wales-Outer Ketchikan	Alaska	54.9308	-130.6544	
Dukes County	civil	Dukes	Massachusetts	41.3333	-69.3333	
Dulbi River	stream	Yukon-Koyukuk	Alaska	65.45	-155.4833	
Duluth	ppl	Saint Louis	Minnesota	46.7833	-91.8936	900
Duluth (county seat)	ppl	Saint Louis	Minnesota	46.7833	-91.8936	
Dumas (county seat)	ppl	Moore	Texas	35.8656	-100.0272	3657
Dume, Point	cape	Los Angeles	California	34.0017	-117.1947	
Dunbar	ppl	Kanawha	West Virginia	38.3606	-80.2625	603
Duncan (county seat)	ppl	Stephens	Oklahoma	34.5022	-96.0425	1126
Duncanville	ppl	Dallas	Texas	32.6517	-95.0919	727
Duncombe	ppl	Webster	Iowa	42.4706	-92.0067	1108
Dundalk	ppl	Baltimore	Maryland	39.2506	-75.4792	20
Dundarrach	ppl	Hoke	North Carolina	34.9292	-78.8447	225
Dundas	ppl	Richland	Illinois	38.835	-87.915	478
Dundas	ppl	Rice	Minnesota	44.4294	-92.7983	958
Dundas	ppl	Lunenburg	Virginia	36.9147	-77.9781	456
Dundas	ppl	Calumet	Wisconsin	44.2342	-87.8017	814
Dundee	ppl	Delaware	Iowa	42.5792	-90.4536	998
Dundee	ppl	Barton	Kansas	38.3086	-97.1097	1897
Dundee	ppl	Ohio	Kentucky	37.5589	-85.2272	420
Dundee	ppl	Monroe	Michigan	41.9572	-82.3403	665
Dundee	ppl	Nobles	Minnesota	43.8469	-94.5333	1450
Dundee	ppl	Tunica	Mississippi	34.5242	-89.5444	183
Dundee	ppl	Yates	New York	42.5233	-75.0231	994
Dundee	ppl	Tuscarawas	Ohio	40.5867	-80.3917	1032
Dundee	ppl	Archer	Texas	33.7403	-97.0981	1153
Dundy County	civil	Dundy	Nebraska	40.1667	-100.3333	
Dunedin	ppl	Pinellas	Florida	28.0194	-81.2281	13
Dungannon	ppl	Scott	Virginia	36.8283	-81.5275	1311
Dungeness	ppl	Clallam	Washington	48.1469	-122.8781	10
Dungeness National Wildlife Refuge	park	Clallam	Washington	48.1661	-122.8519	
Dunken	ppl	Chaves	New Mexico	32.8117	-104.7983	5463
Dunkerton	ppl	Black Hawk	Iowa	42.57	-91.8397	947
Dunkinsville	ppl	Adams	Ohio	38.8558	-82.5286	612
Dunkirk	ppl	Calvert	Maryland	38.7217	-75.3392	152
Dunkirk	ppl	Toole	Montana	48.4781	-110.3367	3336
Dunkirk	ppl	Chautauqua	New York	42.4794	-78.6658	598
Dunkirk	ppl	Hardin	Ohio	40.7892	-82.3567	951
Dunklin County	civil	Dunklin	Missouri	36.2833	-89.9667	
Dunlap	ppl	Peoria	Illinois	40.8617	-88.3214	728
Dunlap	ppl	Elkhart	Indiana	41.6378	-84.0783	784
Dunlap	ppl	Harrison	Iowa	41.8544	-94.3997	1158
Dunlap	ppl	Morris	Kansas	38.5764	-95.6344	1186
Dunlap	ppl	Hamilton	Ohio	39.2922	-83.3819	857
Dunlap	ppl	Harper	Oklahoma	36.6067	-98.325	2040
Dunlap	ppl	Cottle	Texas	34.1406	-99.7039	1928
Dunlap (county seat)	ppl	Sequatchie	Tennessee	35.3714	-84.6094	722
Dunlap Acres	ppl	San Bernardino	California	34.0311	-116.8933	2119
Dunlay	ppl	Medina	Texas	29.3483	-97.0097	997
Dunlow	ppl	Wayne	West Virginia	38.0233	-81.5683	690
Dunmor	ppl	Muhlenberg	Kentucky	37.0736	-85.0039	589
Dunmore	ppl	Lackawanna	Pennsylvania	41.4197	-74.3672	939
Dunmore	ppl	Pocahontas	West Virginia	38.3583	-78.1183	2470
Dunn	ppl	Harnett	North Carolina	35.3061	-77.3908	214
Dunn	ppl	Scurry	Texas	32.5669	-99.115	2213
Dunn	ppl	Richland	Louisiana	32.4642	-90.4217	91
Dunn Center	ppl	Dunn	North Dakota	47.3533	-101.3783	2182
Dunn County	civil	Dunn	North Dakota	47.35	-101.3833	
Dunn County	civil	Dunn	Wisconsin	44.95	-90.1167	
Dunn Loring	ppl	Fairfax	Virginia	38.8933	-76.7781	409
Dunnegan	ppl	Polk	Missouri	37.7081	-92.4233	920
Dunnell	ppl	Martin	Minnesota	43.5594	-93.2258	1312
Dunnellon	ppl	Marion	Florida	29.0489	-81.5389	49
Dunnigan	ppl	Yolo	California	38.8853	-120.0314	68
Dunning	ppl	Blaine	Nebraska	41.8286	-99.8958	2624
Dunning Mountain	ridge	Blair	Pennsylvania	40.2456	-77.5536	2064
Dunnville	ppl	Casey	Kentucky	37.20	-84.99	741
Dunphy	ppl	Eureka	Nevada	40.7089	-115.4708	4630
Dunseith	ppl	Rolette	North Dakota	48.8367	-99.9583	170
Dunsmuir	ppl	Siskiyou	California	41.2197	-121.7261	2289
Dunstable	ppl	Middlesex	Massachusetts	42.675	-70.5167	224
Dunton	ppl	Dolores	Colorado	37.7728	-107.9067	8840
Dunwoody	ppl	De Kalb	Georgia	33.9461	-83.6653	1130
DuPage County	civil	Du Page	Illinois	41.85	-87.9167	
Duplin County	civil	Duplin	North Carolina	34.95	-76.05	
Dupo	ppl	Saint Clair	Illinois	38.5161	-89.7897	410
